base_price,kms_driven,age,power,brand,stroke,milage,length,weight,acceleration,rent
196700,13216,4,390,9,3.39,19.9,260,2870,18.1,9835
25000,32588,9,150,6,3.39,19.4,318,3003,20.1,1250
123000,14500,4,250,3,3.39,20.2,302,3381,18.7,6150
95500,18000,8,350,1,3.16,19.2,231,2188,15.8,4775
32000,12000,6,100,5,3.64,20.5,200,2711,15.5,1600
41000,20245,11,220,6,3.64,20.2,200,2542,17.5,2050
15000,35000,19,100,5,3.64,25.1,140,2434,15,750
39000,22000,4,100,5,3.64,20.5,225,2265,15.2,1950
30000,6639,9,180,0,3.64,19.4,232,2110,17.9,1500
60000,20373,6,220,6,3.1,20.6,231,2800,14.4,3000
15600,84186,16,125,5,3.1,20.8,200,2110,19.2,780
22000,60857,13,150,6,3.35,18.6,225,2085,21.7,1100
45000,18742,6,150,3,3.35,18.1,258,2335,23.7,2250
43000,42837,8,150,4,3.12,19.2,305,2950,19.9,2150
55000,27000,9,150,3,3.23,17.7,231,3250,21.8,2750
11900,34968,14,150,5,3.23,18.1,302,1850,13.8,595
105000,20000,4,350,1,3.23,17.5,318,1835,17.3,5250
18000,3869,16,100,5,3.39,30,98,2145,18,900
48000,41939,8,200,6,3.46,27.5,134,1845,15.3,2400
50000,29134,7,220,6,3.46,27.2,119,2910,11.4,2500
25000,48587,8,150,5,3.86,30.9,105,2420,12.5,1250
70000,8000,5,220,6,3.86,21.1,134,2500,15.1,3500
87000,140,3,160,4,3.39,23.2,156,2905,14.3,4350
10000,64955,15,150,6,3.46,23.8,151,2290,17,500
25000,65000,12,150,3,3.9,23.9,119,2490,15.7,1250
18000,22824,8,100,5,3.41,20.3,131,2635,16.4,900
14227,36000,15,150,6,3.41,17,163,2620,14.4,711.35
35000,60000,9,220,6,3.07,21.6,121,2725,12.6,1750
450000,3430,4,750,14,3.41,16.2,163,2385,12.9,22500
139000,21300,4,400,6,3.41,31.5,89,1755,16.9,6950
80000,7127,5,220,6,3.41,29.5,98,1875,16.4,4000
23000,20000,6,100,6,3.41,21.5,231,1760,16.1,1150
32000,22697,7,125,7,3.58,19.8,200,2065,17.8,1600
20000,52000,10,150,3,3.58,22.3,140,1975,19.4,1000
55005,6600,5,220,6,3.58,20.2,232,2050,17.3,2750.25
87000,16336,7,350,1,3.58,20.6,225,1985,16,4350
70000,13858,11,350,1,3.58,17,305,2215,14.9,3500
35000,11885,12,125,7,3.58,17.6,302,2045,16.2,1750
196700,13216,4,390,9,3.23,16.5,351,2380,20.7,9835
25000,32588,9,150,6,3.23,18.2,318,2190,14.2,1250
123000,14500,4,250,3,4.17,16.9,350,2320,15.8,6150
95500,18000,8,350,1,4.17,15.5,351,2210,14.4,4775
32000,12000,6,100,5,2.76,19.2,267,2350,16.8,1600
41000,20245,11,220,6,3.15,18.5,360,2615,14.8,2050
15000,35000,19,100,5,3.15,31.9,89,2635,18.3,750
39000,22000,4,100,5,3.15,34.1,86,3230,20.4,1950
30000,6639,9,180,0,3.15,35.7,98,3160,19.6,1500
60000,20373,6,220,6,3.15,27.4,121,2900,12.6,3000
15600,84186,16,125,5,3.15,25.4,183,2930,13.8,780
22000,60857,13,150,6,3.15,23,350,3415,15.8,1100
23000,20000,6,100,6,3.89,27.2,141,3725,19,1150
32000,22697,7,125,7,3.89,23.9,260,3060,17.1,1600
20000,52000,10,150,3,3.39,34.2,105,3465,16.6,1000
55005,6600,5,220,6,3.39,34.5,105,2605,19.6,2750.25
87000,16336,7,350,1,3.39,31.8,85,2640,18.6,4350
70000,13858,11,350,1,3.39,37.3,91,2395,18,3500
35000,11885,12,125,7,3.39,28.4,151,2575,16.2,1750
196700,13216,4,390,9,3.39,28.8,173,2525,16,9835
25000,32588,9,150,6,3.16,26.8,173,2735,18,1250
123000,14500,4,250,3,3.64,33.5,151,2865,16.4,6150
95500,18000,8,350,1,3.64,41.5,98,3035,20.5,4775
32000,12000,6,100,5,3.64,38.1,89,1980,15.3,1600
41000,20245,11,220,6,3.64,32.1,98,2025,18.2,2050
15000,35000,19,100,5,3.64,37.2,86,1970,17.6,750
39000,22000,4,100,5,3.1,28,151,2125,14.7,1950
30000,6639,9,180,0,3.1,26.4,140,2125,17.3,1500
60000,20373,6,220,6,3.35,24.3,151,2160,14.5,3000
15600,84186,16,125,5,3.35,19.1,225,2205,14.5,780
22000,60857,13,150,6,3.12,34.3,97,2245,16.9,1100
23000,20000,6,100,6,3.23,29.8,134,1965,15,1150
32000,22697,7,125,7,3.23,31.3,120,1965,15.7,1600
20000,52000,10,150,3,3.23,37,119,1995,16.2,1000
55005,6600,5,220,6,3.39,32.2,108,2945,16.4,2750.25
87000,16336,7,350,1,3.46,46.6,86,3015,17,4350
70000,13858,11,350,1,3.46,27.9,156,2585,14.5,3500
35000,11885,12,125,7,3.86,40.8,85,2835,14.7,1750
196700,13216,4,390,9,3.86,44.3,90,2665,13.9,9835
25000,32588,9,150,6,3.39,43.4,90,2370,13,1250
123000,14500,4,250,3,3.46,36.4,121,2950,17.3,6150
95500,18000,8,350,1,3.9,30,146,2790,15.6,4775
32000,12000,6,100,5,3.41,44.6,91,2130,24.6,1600
41000,20245,11,220,6,3.41,40.9,85,2295,11.6,2050
15000,35000,19,100,5,3.07,33.8,97,2625,18.6,750
39000,22000,4,100,5,3.41,29.8,89,2720,19.4,1950
30000,6639,9,180,0,3.41,32.7,168,3504,12,1500
60000,20373,6,220,6,3.41,23.7,70,3693,11.5,3000
15600,84186,16,125,5,3.41,35,122,3436,11,780
22000,60857,13,150,6,3.58,23.6,140,3433,12,1100
23000,20000,6,100,6,3.58,32.4,107,3449,10.5,1150
32000,22697,7,125,7,3.58,27.2,135,4341,10,1600
20000,52000,10,150,3,3.58,26.6,151,4354,9,1000
55005,6600,5,220,6,3.58,25.8,156,4312,8.5,2750.25
87000,16336,7,350,1,3.58,23.5,173,4425,10,4350
70000,13858,11,350,1,3.23,30,135,3850,8.5,3500
35000,11885,12,125,7,3.23,39.1,79,3563,10,1750
196700,13216,4,390,9,4.17,39,86,3609,8,9835
25000,32588,9,150,6,4.17,35.1,81,3761,9.5,1250
123000,14500,4,250,3,2.76,32.3,97,3086,10,6150
95500,18000,8,350,1,3.15,37,85,2372,15,4775
32000,12000,6,100,5,3.15,37.7,89,2833,15.5,1600
41000,20245,11,220,6,3.15,34.1,91,2774,15.5,2050
15000,35000,19,100,5,3.15,34.7,105,2587,16,750
39000,22000,4,100,5,3.15,34.4,98,2130,14.5,1950
30000,6639,9,180,0,3.15,29.9,98,1835,20.5,1500
60000,20373,6,220,6,3.15,33,105,2672,17.5,3000
15600,84186,16,125,5,3.89,34.5,100,2430,14.5,780
22000,60857,13,150,6,3.89,33.7,107,2375,17.5,1100
45000,18742,6,150,3,3.39,32.4,108,2234,12.5,2250
43000,42837,8,150,4,3.39,32.9,119,2648,15,2150
55000,27000,9,150,3,3.39,31.6,120,4615,14,2750
11900,34968,14,150,5,3.39,28.1,141,4376,15,595
105000,20000,4,350,1,3.39,30.7,145,4382,13.5,5250
18000,3869,16,100,5,3.39,25.4,168,4732,18.5,900
48000,41939,8,200,6,3.16,24.2,146,2130,14.5,2400
50000,29134,7,220,6,3.64,22.4,231,2264,15.5,2500
25000,48587,8,150,5,3.64,26.6,350,2228,14,1250
70000,8000,5,220,6,3.64,20.2,200,2046,19,3500
87000,140,3,160,4,3.64,17.6,225,2634,13,4350
10000,64955,15,150,6,3.64,28,112,3439,15.5,500
25000,65000,12,150,3,3.1,27,112,3329,15.5,1250
18000,22824,8,100,5,3.1,34,112,3302,15.5,900
14227,36000,15,150,6,3.35,31,112,3288,15.5,711.35
35000,60000,9,220,6,3.35,29,135,4209,12,1750
450000,3430,4,750,14,3.12,27,151,4464,11.5,22500
139000,21300,4,400,6,3.23,24,140,4154,13.5,6950
80000,7127,5,220,6,3.23,23,151,4096,13,4000
45000,18742,6,150,3,3.23,36,105,4955,11.5,2250
43000,42837,8,150,4,3.39,37,91,4746,12,2150
55000,27000,9,150,3,3.46,31,91,5140,12,2750
11900,34968,14,150,5,3.46,38,105,2962,13.5,595
105000,20000,4,350,1,3.86,36,98,2408,19,5250
18000,3869,16,100,5,3.86,36,120,3282,15,900
48000,41939,8,200,6,3.39,36,107,3139,14.5,2400
50000,29134,7,220,6,3.46,34,108,2220,14,2500
25000,48587,8,150,5,3.9,38,91,2123,14,1250
70000,8000,5,220,6,3.41,32,91,2074,19.5,3500
87000,140,3,160,4,3.41,38,91,2065,14.5,4350
10000,64955,15,150,6,3.07,25,181,1773,19,500
25000,65000,12,150,3,3.41,38,262,1613,18,1250
18000,22824,8,100,5,3.41,26,156,1834,19,900
14227,36000,15,150,6,3.41,22,232,1955,20.5,711.35
35000,60000,9,220,6,3.41,32,144,2278,15.5,1750
450000,3430,4,750,14,3.58,36,135,2126,17,22500
139000,21300,4,400,6,3.58,27,151,2254,23.5,6950
80000,7127,5,220,6,3.58,27,140,2408,19.5,4000
23000,20000,6,100,6,3.58,44,97,2226,16.5,1150
32000,22697,7,125,7,3.58,32,135,4274,12,1600
20000,52000,10,150,3,3.58,28,120,4385,12,1000
55005,6600,5,220,6,3.23,31,119,4135,13.5,2750.25
87000,16336,7,350,1,3.23,18,307,4129,13,4350
70000,13858,11,350,1,4.17,15,350,3672,11.5,3500
35000,11885,12,125,7,4.17,18,318,4633,11,1750
196700,13216,4,390,9,2.76,16,304,4502,13.5,9835
25000,32588,9,150,6,3.15,17,302,4456,13.5,1250
123000,14500,4,250,3,3.15,15,429,4422,12.5,6150
95500,18000,8,350,1,3.15,14,454,2330,13.5,4775
32000,12000,6,100,5,3.15,14,440,3892,12.5,1600
41000,20245,11,220,6,3.15,14,455,4098,14,2050
15000,35000,19,100,5,3.15,15,390,4294,16,750
39000,22000,4,100,5,3.15,15,383,4077,14,1950
30000,6639,9,180,0,3.89,14,340,2933,14.5,1500
60000,20373,6,220,6,3.89,15,400,2511,18,3000
15600,84186,16,125,5,3.39,14,455,2979,19.5,780
22000,60857,13,150,6,3.39,24,113,2189,18,1100
45000,18742,6,150,3,3.39,22,198,2395,16,2250
43000,42837,8,150,4,3.39,18,199,2288,17,2150
55000,27000,9,150,3,3.39,21,200,2506,14.5,2750
11900,34968,14,150,5,3.39,27,97,2164,15,595
105000,20000,4,350,1,3.16,26,97,2100,16.5,5250
18000,3869,16,100,5,3.64,25,110,4100,13,900
48000,41939,8,200,6,3.64,24,107,3672,11.5,2400
50000,29134,7,220,6,3.64,25,104,3988,13,2500
25000,48587,8,150,5,3.64,26,121,4042,14.5,1250
70000,8000,5,220,6,3.64,21,199,3777,12.5,3500
87000,140,3,160,4,3.1,10,360,4952,11.5,4350
10000,64955,15,150,6,3.1,10,307,4464,12,500
25000,65000,12,150,3,3.35,11,318,4363,13,1250
18000,22824,8,100,5,3.35,9,304,4237,14.5,900
14227,36000,15,150,6,3.12,27,97,4735,11,711.35
35000,60000,9,220,6,3.23,28,140,4951,11,1750
450000,3430,4,750,14,3.23,25,113,3821,11,22500
139000,21300,4,400,6,3.23,25,98,3121,16.5,6950
80000,7127,5,220,6,3.39,19,232,3278,18,4000
45000,18742,6,150,3,3.46,16,225,2945,16,2250
43000,42837,8,150,4,3.46,17,250,3021,16.5,2150
55000,27000,9,150,3,3.86,19,250,2904,16,2750
11900,34968,14,150,5,3.86,18,232,1950,21,595
105000,20000,4,350,1,3.39,14,350,4997,14,5250
18000,3869,16,100,5,3.46,14,400,4906,12.5,900
48000,41939,8,200,6,3.9,14,351,4654,13,2400
50000,29134,7,220,6,3.41,14,318,4499,12.5,2500
25000,48587,8,150,5,3.41,12,383,2789,15,1250
70000,8000,5,220,6,3.07,13,400,2279,19,3500
87000,140,3,160,4,3.41,13,400,2401,19.5,4350
10000,64955,15,150,6,3.41,18,258,2379,16.5,500
25000,65000,12,150,3,3.41,22,140,2124,13.5,1250
18000,22824,8,100,5,3.41,19,250,2310,18.5,900
14227,36000,15,150,6,3.58,18,250,2472,14,711.35
35000,60000,9,220,6,3.58,23,122,2265,15.5,1750
450000,3430,4,750,14,3.58,28,116,4082,13,22500
139000,21300,4,400,6,3.58,30,79,4278,9.5,6950
80000,7127,5,220,6,3.58,30,88,1867,19.5,4000
23000,20000,6,100,6,3.58,31,71,2158,15.5,1150
32000,22697,7,125,7,3.23,35,72,2582,14,1600
20000,52000,10,150,3,3.23,27,97,2868,15.5,1000
55005,6600,5,220,6,4.17,26,91,3399,11,2750.25
87000,16336,7,350,1,4.17,24,113,2660,14,4350
70000,13858,11,350,1,2.76,25,97.5,2807,13.5,3500
35000,11885,12,125,7,3.15,23,97,3664,11,1750
196700,13216,4,390,9,3.15,20,140,3102,16.5,9835
25000,32588,9,150,6,3.15,21,122,2875,17,1250
123000,14500,4,250,3,3.15,13,350,2901,16,6150
95500,18000,8,350,1,3.15,14,400,3336,17,4775
32000,12000,6,100,5,3.15,15,318,1950,19,1600
41000,20245,11,220,6,3.15,14,351,2451,16.5,2050
15000,35000,19,100,5,3.89,17,304,1836,21,750
39000,22000,4,100,5,3.89,11,429,2542,17,1950
30000,6639,9,180,0,3.39,13,350,3781,17,1500
60000,20373,6,220,6,3.39,12,350,3632,18,3000
15600,84186,16,125,5,3.39,13,400,3613,16.5,780
22000,60857,13,150,6,3.39,19,70,4141,14,1100
23000,20000,6,100,6,3.39,15,304,4699,14.5,1150
32000,22697,7,125,7,3.39,13,307,4457,13.5,1600
20000,52000,10,150,3,3.16,13,302,4638,16,1000
55005,6600,5,220,6,3.64,14,318,4257,15.5,2750.25
87000,16336,7,350,1,3.64,18,121,2219,16.5,4350
70000,13858,11,350,1,3.64,22,121,1963,15.5,3500
35000,11885,12,125,7,3.64,21,120,2300,14.5,1750
196700,13216,4,390,9,3.64,26,96,1649,16.5,9835
25000,32588,9,150,6,3.1,22,122,2003,19,1250
123000,14500,4,250,3,3.1,28,97,2125,14.5,6150
95500,18000,8,350,1,3.35,23,120,2108,15.5,4775
32000,12000,6,100,5,3.35,28,98,2246,14,1600
41000,20245,11,220,6,3.12,27,97,2489,15,2050
15000,35000,19,100,5,3.23,13,350,2391,15.5,750
39000,22000,4,100,5,3.23,14,304,2000,16,1950
30000,6639,9,180,0,3.23,13,350,3264,16,1500
60000,20373,6,220,6,3.39,14,302,3459,16,3000
15600,84186,16,125,5,3.46,15,318,3432,21,780
22000,60857,13,150,6,3.46,12,429,3158,19.5,1100
45000,18742,6,150,3,3.86,13,400,4668,11.5,2250
43000,42837,8,150,4,3.86,13,351,4440,14,2150
55000,27000,9,150,3,3.39,14,318,4498,14.5,2750
11900,34968,14,150,5,3.46,13,440,4657,13.5,595
105000,20000,4,350,1,3.9,12,455,3907,21,5250
18000,3869,16,100,5,3.41,13,360,3897,18.5,900
48000,41939,8,200,6,3.41,18,225,3730,19,2400
50000,29134,7,220,6,3.07,16,250,3785,19,2500
25000,48587,8,150,5,3.41,18,232,3039,15,1250
70000,8000,5,220,6,3.41,18,250,3221,13.5,3500
87000,140,3,160,4,3.41,23,198,3169,12,4350
10000,64955,15,150,6,3.41,26,97,2171,16,500
25000,65000,12,150,3,3.58,11,400,2639,17,1250
18000,22824,8,100,5,3.58,12,400,2914,16,900
14227,36000,15,150,6,3.58,13,360,2592,18.5,711.35
35000,60000,9,220,6,3.58,12,350,2702,13.5,1750
450000,3430,4,750,14,3.58,18,232,2223,16.5,22500
139000,21300,4,400,6,3.58,20,97,2545,17,6950
80000,7127,5,220,6,3.23,21,140,2984,14.5,4000
23000,20000,6,100,6,3.23,22,108,1937,14,1150
32000,22697,7,125,7,4.17,18,70,3211,17,1600
20000,52000,10,150,3,4.17,19,122,2694,15,1000
55005,6600,5,220,6,2.76,21,155,2957,17,2750.25
87000,16336,7,350,1,3.15,26,98,2945,14.5,4350
70000,13858,11,350,1,3.15,15,350,2671,13.5,3500
35000,11885,12,125,7,3.15,16,400,1795,17.5,1750
196700,13216,4,390,9,3.15,29,68,2464,15.5,9835
25000,32588,9,150,6,3.15,24,116,2220,16.9,1250
123000,14500,4,250,3,3.15,20,114,2572,14.9,6150
95500,18000,8,350,1,3.15,19,121,2255,17.7,4775
32000,12000,6,100,5,3.89,15,318,2202,15.3,1600
41000,20245,11,220,6,3.89,24,121,4215,13,2050
15000,35000,19,100,5,3.39,20,156,4190,13,750
39000,22000,4,100,5,3.39,11,350,3962,13.9,1950
30000,6639,9,180,0,3.39,20,198,4215,12.8,1500
60000,20373,6,220,6,3.39,21,200,3233,15.4,3000
15600,84186,16,125,5,3.39,19,232,3353,14.5,780
22000,60857,13,150,6,3.39,15,250,3012,17.6,1100
23000,20000,6,100,6,3.16,31,79,3085,17.6,1150
32000,22697,7,125,7,3.64,26,122,2035,22.2,1600
20000,52000,10,150,3,3.64,32,71,2164,22.1,1000
55005,6600,5,220,6,3.64,25,140,1937,14.2,2750.25
87000,16336,7,350,1,3.64,16,250,1795,17.4,4350
70000,13858,11,350,1,3.64,16,258,3651,17.7,3500
35000,11885,12,125,7,3.1,18,225,3574,21,1750
196700,13216,4,390,9,3.1,16,302,3645,16.2,9835
25000,32588,9,150,6,3.35,13,350,3193,17.8,1250
123000,14500,4,250,3,3.35,14,318,1825,12.2,6150
95500,18000,8,350,1,3.12,14,302,1990,17,4775
32000,12000,6,100,5,3.23,14,304,2155,16.4,1600
41000,20245,11,220,6,3.23,29,98,2565,13.6,2050
15000,35000,19,100,5,3.23,26,79,3150,15.7,750
39000,22000,4,100,5,3.39,26,97,3940,13.2,1950
30000,6639,9,180,0,3.46,31,76,3270,21.9,1500
60000,20373,6,220,6,3.46,32,83,2930,15.5,3000
15600,84186,16,125,5,3.86,28,90,3820,16.7,780
22000,60857,13,150,6,3.86,24,90,4380,12.1,1100
23000,20000,6,100,6,3.39,26,116,4055,12,1150
32000,22697,7,125,7,3.46,24,120,3870,15,1600
20000,52000,10,150,3,3.9,26,108,3755,14,1000
55005,6600,5,220,6,3.41,31,79,2045,18.5,2750.25
87000,16336,7,350,1,3.41,19,225,2155,14.8,4350
70000,13858,11,350,1,3.07,18,250,1825,18.6,3500
35000,11885,12,125,7,3.41,15,250,2300,15.5,1750
196700,13216,4,390,9,3.41,15,250,1945,16.8,9835
25000,32588,9,150,6,3.41,16,400,3880,12.5,1250
123000,14500,4,250,3,3.41,15,350,4060,19,6150
95500,18000,8,350,1,3.58,16,318,4140,13.7,4775
32000,12000,6,100,5,3.58,14,351,4295,14.9,1600
41000,20245,11,220,6,3.58,17,231,3520,16.4,2050
15000,35000,19,100,5,3.58,16,250,3425,16.9,750
39000,22000,4,100,5,3.58,15,258,3630,17.7,1950
30000,6639,9,180,0,3.58,18,225,3525,19,1500
60000,20373,6,220,6,3.23,21,231,4220,11.1,3000
15600,84186,16,125,5,3.23,20,262,4165,11.4,780
22000,60857,13,150,6,4.17,13,302,4325,12.2,1100
45000,18742,6,150,3,4.17,29,97,4335,14.5,2250
43000,42837,8,150,4,2.76,23,140,1940,14.5,2150
55000,27000,9,150,3,3.15,20,232,2740,16,2750
11900,34968,14,150,5,3.15,23,140,2265,18.2,595
105000,20000,4,350,1,3.15,24,134,2755,15.8,5250
18000,3869,16,100,5,3.15,25,90,2051,17,900
48000,41939,8,200,6,3.15,24,119,2075,15.9,2400
50000,29134,7,220,6,3.15,18,171,1985,16.4,2500
25000,48587,8,150,5,3.15,29,90,2190,14.1,1250
70000,8000,5,220,6,3.89,19,232,2815,14.5,3500
87000,140,3,160,4,3.89,23,115,2600,12.8,4350
10000,64955,15,150,6,3.39,23,120,2720,13.5,500
25000,65000,12,150,3,3.39,22,121,1985,21.5,1250
18000,22824,8,100,5,3.39,25,121,1800,14.4,900
14227,36000,15,150,6,3.39,33,91,1985,19.4,711.35
35000,60000,9,220,6,3.39,28,107,2070,18.6,1750
450000,3430,4,750,14,3.39,25,116,1800,16.4,22500
139000,21300,4,400,6,3.16,25,140,3365,15.5,6950
80000,7127,5,220,6,3.64,26,98,3735,13.2,4000
23000,20000,6,100,6,3.64,27,101,3570,12.8,1150
32000,22697,7,125,7,3.64,17.5,305,3535,19.2,1600
20000,52000,10,150,3,3.64,16,318,3155,18.2,1000
55005,6600,5,220,6,3.64,15.5,304,2965,15.8,2750.25
87000,16336,7,350,1,3.1,14.5,351,2720,15.4,4350
70000,13858,11,350,1,3.1,22,225,3430,17.2,3500
35000,11885,12,125,7,3.35,22,250,3210,17.2,1750
196700,13216,4,390,9,3.35,24,200,3380,15.8,9835
25000,32588,9,150,6,3.12,22.5,232,3070,16.7,1250
123000,14500,4,250,3,3.23,29,85,3620,18.7,6150
95500,18000,8,350,1,3.23,24.5,98,3410,15.1,4775
32000,12000,6,100,5,3.23,29,90,3425,13.2,1600
41000,20245,11,220,6,3.39,33,91,3445,13.4,2050
15000,35000,19,100,5,3.46,20,225,3205,11.2,750
39000,22000,4,100,5,3.46,18,250,4080,13.7,1950
30000,6639,9,180,0,3.86,18.5,250,2155,16.5,1500
60000,20373,6,220,6,3.86,17.5,258,2560,14.2,3000
15600,84186,16,125,5,3.39,29.5,97,2300,14.7,780
22000,60857,13,150,6,3.46,32,85,2230,14.5,1100
23000,20000,6,100,6,3.9,28,97,2515,14.8,1150
32000,22697,7,125,7,3.41,26.5,140,2745,16.7,1600
20000,52000,10,150,3,3.41,20,130,2855,17.6,1000
55005,6600,5,220,6,3.07,13,318,2405,14.9,2750.25
87000,16336,7,350,1,3.41,19,120,2830,15.9,4350
70000,13858,11,350,1,3.41,19,156,3140,13.6,3500
35000,11885,12,125,7,3.41,16.5,168,2795,15.7,1750
196700,13216,4,390,9,3.41,16.5,350,3410,15.8,9835
25000,32588,9,150,6,3.58,13,350,1990,14.9,1250
123000,14500,4,250,3,3.58,13,302,2135,16.6,6150
95500,18000,8,350,1,3.58,13,318,3245,15.4,4775
32000,12000,6,100,5,3.58,31.5,98,2990,18.2,1600
41000,20245,11,220,6,3.58,30,111,2890,17.3,2050
15000,35000,19,100,5,3.58,36,79,3265,18.2,750
39000,22000,4,100,5,3.23,25.5,122,3360,16.6,1950
30000,6639,9,180,0,3.23,33.5,85,3840,15.4,1500
60000,20373,6,220,6,4.17,17.5,305,3725,13.4,3000
15600,84186,16,125,5,4.17,17,260,3955,13.2,780
22000,60857,13,150,6,2.76,15.5,318,3830,15.2,1100
45000,18742,6,150,3,3.15,15,302,4360,14.9,2250
43000,42837,8,150,4,3.15,17.5,250,4054,14.3,2150
55000,27000,9,150,3,3.15,20.5,231,3605,15,2750
11900,34968,14,150,5,3.15,19,225,3940,13,595
105000,20000,4,350,1,3.15,18.5,250,1925,14,5250
18000,3869,16,100,5,3.15,16,400,1975,15.2,900
48000,41939,8,200,6,3.15,15.5,350,1915,14.4,2400
50000,29134,7,220,6,3.89,15.5,400,2670,15,2500
25000,48587,8,150,5,3.89,16,351,3530,20.1,1250
70000,8000,5,220,6,3.39,29,97,3900,17.4,3500
87000,140,3,160,4,3.39,24.5,151,3190,24.8,4350
10000,64955,15,150,6,3.39,26,97,3420,22.2,500
25000,65000,12,150,3,3.39,25.5,140,2200,13.2,1250
18000,22824,8,100,5,3.39,30.5,98,2150,14.9,900
14227,36000,15,150,6,3.39,33.5,98,2020,19.2,711.35
35000,60000,9,220,6,3.16,30,97,2130,14.7,1750
450000,3430,4,750,14,3.64,30.5,97,2670,16,22500
139000,21300,4,400,6,3.64,22,146,2595,11.3,6950
80000,7127,5,220,6,3.64,21.5,121,2700,12.9,4000
45000,18742,6,150,3,3.64,21.5,80,2556,13.2,2250
43000,42837,8,150,4,3.64,43.1,90,2144,14.7,2150
55000,27000,9,150,3,3.1,36.1,98,1968,18.8,2750
11900,34968,14,150,5,3.1,32.8,78,2120,15.5,595
105000,20000,4,350,1,3.35,39.4,85,2019,16.4,5250
18000,3869,16,100,5,3.35,36.1,91,2678,16.5,900
48000,41939,8,200,6,3.12,19.9,260,2870,18.1,2400
50000,29134,7,220,6,3.23,19.4,318,3003,20.1,2500
25000,48587,8,150,5,3.23,20.2,302,3381,18.7,1250
70000,8000,5,220,6,3.23,19.2,231,2188,15.8,3500
87000,140,3,160,4,3.39,20.5,200,2711,15.5,4350
10000,64955,15,150,6,3.46,20.2,200,2542,17.5,500
25000,65000,12,150,3,3.46,25.1,140,2434,15,1250
18000,22824,8,100,5,3.86,20.5,225,2265,15.2,900
14227,36000,15,150,6,3.86,19.4,232,2110,17.9,711.35
35000,60000,9,220,6,3.39,20.6,231,2800,14.4,1750
450000,3430,4,750,14,3.46,20.8,200,2110,19.2,22500
139000,21300,4,400,6,3.9,18.6,225,2085,21.7,6950
80000,7127,5,220,6,3.41,18.1,258,2335,23.7,4000
23000,20000,6,100,6,3.41,19.2,305,2950,19.9,1150
32000,22697,7,125,7,3.07,17.7,231,3250,21.8,1600
20000,52000,10,150,3,3.41,18.1,302,1850,13.8,1000
55005,6600,5,220,6,3.41,17.5,318,1835,17.3,2750.25
87000,16336,7,350,1,3.41,30,98,2145,18,4350
70000,13858,11,350,1,3.41,27.5,134,1845,15.3,3500
35000,11885,12,125,7,3.58,27.2,119,2910,11.4,1750
196700,13216,4,390,9,3.58,30.9,105,2420,12.5,9835
25000,32588,9,150,6,3.58,21.1,134,2500,15.1,1250
123000,14500,4,250,3,3.58,23.2,156,2905,14.3,6150
95500,18000,8,350,1,3.58,23.8,151,2290,17,4775
32000,12000,6,100,5,3.58,23.9,119,2490,15.7,1600
41000,20245,11,220,6,3.23,20.3,131,2635,16.4,2050
15000,35000,19,100,5,3.23,17,163,2620,14.4,750
39000,22000,4,100,5,4.17,21.6,121,2725,12.6,1950
30000,6639,9,180,0,4.17,16.2,163,2385,12.9,1500
60000,20373,6,220,6,2.76,31.5,89,1755,16.9,3000
15600,84186,16,125,5,3.15,29.5,98,1875,16.4,780
22000,60857,13,150,6,3.15,21.5,231,1760,16.1,1100
23000,20000,6,100,6,3.15,19.8,200,2065,17.8,1150
32000,22697,7,125,7,3.15,22.3,140,1975,19.4,1600
20000,52000,10,150,3,3.15,20.2,232,2050,17.3,1000
55005,6600,5,220,6,3.15,20.6,225,1985,16,2750.25
87000,16336,7,350,1,3.15,17,305,2215,14.9,4350
70000,13858,11,350,1,3.89,17.6,302,2045,16.2,3500
35000,11885,12,125,7,3.89,16.5,351,2380,20.7,1750
196700,13216,4,390,9,3.39,18.2,318,2190,14.2,9835
25000,32588,9,150,6,3.39,16.9,350,2320,15.8,1250
123000,14500,4,250,3,3.39,15.5,351,2210,14.4,6150
95500,18000,8,350,1,3.39,19.2,267,2350,16.8,4775
32000,12000,6,100,5,3.39,18.5,360,2615,14.8,1600
41000,20245,11,220,6,3.39,31.9,89,2635,18.3,2050
15000,35000,19,100,5,3.16,34.1,86,3230,20.4,750
39000,22000,4,100,5,3.64,35.7,98,3160,19.6,1950
30000,6639,9,180,0,3.64,27.4,121,2900,12.6,1500
60000,20373,6,220,6,3.64,25.4,183,2930,13.8,3000
15600,84186,16,125,5,3.64,23,350,3415,15.8,780
22000,60857,13,150,6,3.64,27.2,141,3725,19,1100
23000,20000,6,100,6,3.1,23.9,260,3060,17.1,1150
32000,22697,7,125,7,3.1,34.2,105,3465,16.6,1600
20000,52000,10,150,3,3.35,34.5,105,2605,19.6,1000
55005,6600,5,220,6,3.35,31.8,85,2640,18.6,2750.25
87000,16336,7,350,1,3.12,37.3,91,2395,18,4350
70000,13858,11,350,1,3.23,28.4,151,2575,16.2,3500
35000,11885,12,125,7,3.23,28.8,173,2525,16,1750
196700,13216,4,390,9,3.23,26.8,173,2735,18,9835
25000,32588,9,150,6,3.39,33.5,151,2865,16.4,1250
123000,14500,4,250,3,3.46,41.5,98,3035,20.5,6150
95500,18000,8,350,1,3.46,38.1,89,1980,15.3,4775
32000,12000,6,100,5,3.86,32.1,98,2025,18.2,1600
